0,
-1.0022793772553655,
-1.0009959222073463,
-1.0002008438349776,
-1.0007513047160275,
-0.9997812747694582,
-1.0002838135103957,
-0.9998658180076859,
-1.000749874204382,
-0.9995626925900809,
-1.0001148700851048,
-0.9996812820054629,
-1.0004466057356125,
-0.9995887279020224,
-1.0001397609877303,
-0.999763965578552,
-1.0008713246430545,
-0.9993988990067123,
-0.9999839782695744,
-0.999585580776403,
-1.0003836632232264,
-0.9994571208306696,
-1.0000432014516834,
-0.9996545314376988,
-1.000573349067372,
-0.9993770121785418,
-0.9999665260275037,
-0.9995711326087872,
-1.000294971501228,
-0.9994293689047536,
-0.9999938487999258,
-0.9996121882930026,
-1.000920677294812,
-0.9991502760827871,
-0.9996575355121536,
-0.9992454051071888,
-0.9999819755532713,
-0.9987839220504668,
-0.9991911887158381,
-0.9984986780284258,
-0.998857736451356,
-0.9970245357781096,
-0.9979098794352864,
-0.9973302361166759,
-0.9981128690377317,
-0.9970871921881667,
-0.9982676503977359,
-0.9976393696831906,
-0.9984826562980005,
-0.9965979572055288,
-0.9970913406719375,
-0.9973019119861021,
-0.9982304570949624,
-0.9967052455789143,
-0.9977197644376474,
-0.9978612420393518,
-0.9982285974298235,
-0.9964115615381672,
-0.9976469513949098,
-0.9974917408814121,
-0.9981363294287121,
-0.9971145149605888,
-0.99777784321044,
-0.9978563782997583,
-0.9991481303153192,
-0.9963387484954297,
-0.9974748608439995,
-0.9971372600957465,
-0.997848796588039,
-0.9965381618187621,
-0.9978106019271137,
-0.9974911686767541,
-0.9982361791415427,
-0.9965709205354357,
-0.9974110600246263,
-0.9973306652701694,
-0.9981941220991757,
-0.9967221256163269,
-0.9980722425070099,
-0.997678994855761,
-0.9985403059172994,
-0.9963376040861135,
-0.9975449559146113,
-0.9972312447108324,
-0.9976333615342808,
-0.9967431541375105,
-0.9979550836032728,
-0.9972675797066188,
-0.9983323095240961,
-0.9967284198675656,
-0.997570991226553,
-0.997225093510758,
-0.9981974122759596,
-0.9970036503080905,
-0.997914457072551,
-0.9978553769416065,
-0.9987650392967509,
-0.9964353080314766,
-0.9970817562439152,
-0.997163867612346,
-0.9976569649764259,
-0.9969605919075718,
-0.9978090283643042,
-0.9974109169734617,
-0.9983367441101962,
-0.9964819427111079,
-0.997660970409032,
-0.9973185059211859,
-0.9978689668022355,
-0.9969863411171842,
-0.99802217459943,
-0.9978389260576874,
-0.9984520433487943,
-0.9965533252422006,
-0.9973797318195978,
-0.9973671433171204,
-0.9978932855002028,
-0.9968553062504895,
-0.9975287911330213,
-0.9975317952074761,
-0.998263215811636,
-0.9968820568182536,
-0.9975252148539084,
-0.9976870057209736,
-0.998069810637213,
-0.9970362659735996,
-0.9979668137987631,
-0.9978024480107365,
-0.9994564055748469,
-0.9963803763843032,
-0.997280740413754,
-0.9970973488208472,
-0.9977655408102918,
-0.9967631813005425,
-0.9976121899619328,
-0.9975229260352763,
-0.9981792447780663,
-0.9965734954563971,
-0.9975974556919881,
-0.9971734520403686,
-0.9978429314902938,
-0.9967714782680844,
-0.9978642461138064,
-0.9976053235060363,
-0.9985431669405898,
-0.9964281554732509,
-0.9973182198188567,
-0.9972555634087995,
-0.9978342053692586,
-0.9969449993306397,
-0.9978177544853396,
-0.9977651116567983,
-0.9979841229896693,
-0.9968209739710061,
-0.9976948735350218,
-0.9973124977722762,
-0.9980077264318141,
-0.99724512067379,
-0.9979284760866732,
-0.9974386688993774,
-0.9984576223442105,
-0.9963903899658191,
-0.9971283909235467,
-0.9973039147024053,
-0.9980028626922207,
-0.9966950889462339,
-0.9977755543918077,
-0.9974555489367903,
-0.9980899808514095,
-0.9965657706935134,
-0.9975197789096567,
-0.9972826000788927,
-0.9979630944684855,
-0.9970836159090538,
-0.9977098939072959,
-0.997659539897387,
-0.9986006735087245,
-0.99642844157558,
-0.9971489902912364,
-0.9972906109441055,
-0.9979645249801309,
-0.9968362804456092,
-0.9978869912489642,
-0.9974960324163477,
-0.9983560560174054,
-0.9965358730001299,
-0.9975565430589369,
-0.9975174900910247,
-0.9980217454459365,
-0.9972599979948994,
-0.9980606553626843,
-0.9977066037305122,
-0.9989189623497678,
-0.9964437480501829,
-0.9971681591472815,
-0.9970507141412155,
-0.9979678151569148,
-0.9964692111574662,
-0.9976684090695871,
-0.9973958966011874,
-0.998007726431814,
-0.9967782016728165,
-0.9972064968593713,
-0.9974692818485835,
-0.9979965684409821,
-0.997138547556227,
-0.9978417870809778,
-0.9976887223349481,
-0.9982118604435752,
-0.9963826652029356,
-0.9976054665572006,
-0.9972182270548614,
-0.9978326318064488,
-0.9967919345846097,
-0.9976593968462225,
-0.9976325032272939,
-0.9980874059304482,
-0.9970043655639129,
-0.9974472519692484,
-0.9974805828905801,
-0.9979582307288921,
-0.9971720215287235,
-0.9978324887552845,
-0.9975571152635948,
-0.9987990854739056,
-0.9966686244807986,
-0.9973222252514632,
-0.9971744533985202,
-0.9978178975365041,
-0.9967800613379552,
-0.9977932927362074,
-0.9975113388909506,
-0.9981663701732599,
-0.9966111179126642,
-0.9973692890845882,
-0.997228669789871,
-0.9979917047013883,
-0.9970879074439893,
-0.9975734230963494,
-0.997980403659392,
-0.9983826635340051,
-0.99652700382793,
-0.9973074909815182,
-0.9971860405428458,
-0.9978173253318461,
-0.9970582958529347,
-0.99788527463499,
-0.9975945946686977,
-0.9980258939297071,
-0.9967390056537396,
-0.9976028916362394,
-0.997487449346477,
-0.9981237409262349,
-0.9970939155928988,
-0.9979331967751023,
-0.9978138921038975,
-1.0004750729173508,
-0.9963637824492197,
-0.9971697327100912,
-0.99724068608769,
-0.9976343628924326,
-0.9967513080538879,
-0.997756385535763,
-0.9974060532338682,
-0.998187827847937,
-0.9964232917336574,
-0.9974740025370123,
-0.9974506851971966,
-0.9980542180602812,
-0.9969880577311582,
-0.9975187775515052,
-0.9976189133666652,
-0.9985141275541932,
-0.9963816638447839,
-0.997274875316009,
-0.9974050518757167,
-0.9978160378713654,
-0.996885490046202,
-0.9977073189863347,
-0.9974097725641455,
-0.9982391832159976,
-0.9968065258033902,
-0.9975355145377535,
-0.9971568581052848,
-0.9982042787318562,
-0.9968168254872353,
-0.9980399129438297,
-0.9975987431524688,
-0.9986958025331263,
-0.9965355868978008,
-0.9973863121731653,
-0.9970211025501612,
-0.9979605195475243,
-0.996777200314665,
-0.9977731225220112,
-0.9973775860521301,
-0.9981038568143671,
-0.9965159888882621,
-0.9976400849390131,
-0.9971823212125684,
-0.9978586671183903,
-0.9970289703642093,
-0.9978204724574654,
-0.9979354855937347,
-0.9981679437360695,
-0.9966893668996532,
-0.9975694176637433,
-0.9970369812294223,
-0.9980193135761396,
-0.9968708988274215,
-0.997708034242157,
-0.997648095804226,
-0.9981193063401349,
-0.9967963691707099,
-0.997552680677495,
-0.997501754462928,
-0.9979650971847889,
-0.9971306797421788,
-0.9976482388553906,
-0.9977819916942111,
-0.9989963530297701,
-0.9965016837718107,
-0.997373866721853,
-0.9971183773420306,
-0.9977679726800882,
-0.9967803474402844,
-0.9977436539821212,
-0.9974526879134997,
-0.9978941438071899,
-0.9967238422303012,
-0.9973292347585246,
-0.9973353859585984,
-0.9979965684409821,
-0.9969840522985518,
-0.9977176186701794,
-0.9973615643217046,
-0.9985413072754511,
-0.9967108245743306,
-0.9971919056405906,
-0.997291326199928,
-0.9978845593791678,
-0.9969770427914908,
-0.9977269169958731,
-0.9975024697187507,
-0.9980939862840159,
-0.996724557486124,
-0.9977676865777595,
-0.9973508354843658,
-0.9981390474008378,
-0.9968165393849063,
-0.9980088708411303,
-0.9977018830420832,
-0.998845720153537,
-0.9963580604026387,
-0.9971758839101652,
-0.9972250935107582,
-0.9979911324967305,
-0.9968646045761828,
-0.9975891587244464,
-0.9975040432815603,
-0.9979459283287442,
-0.9965752120703708,
-0.9975604054403792,
-0.9975445267611178,
-0.9978394982623456,
-0.9968880649671631,
-0.9980693814837195,
-0.9975303646958308,
-0.9982913968910453,
-0.9966481681642733,
-0.9973938938848848,
-0.9972801682090955,
-0.9977994439362822,
-0.9970917698254308,
-0.9976685521207513,
-0.9975785729382721,
-0.9984986780284261,
-0.9968276973757382,
-0.997456836397271,
-0.9972010609151198,
-0.9980746743768063,
-0.9971116539372988,
-0.9977882859454493,
-0.9978947160118481,
-1.000138902680743,
-0.9965780730936614,
-0.9973361012144207,
-0.9972219463851392,
-0.9975039002303958,
-0.996826552966422,
-0.997603034687404,
-0.9974918839325768,
-0.9980972764607998,
-0.996568774767968,
-0.9976573941299192,
-0.997311639465289,
-0.997950076812515,
-0.9968671794971442,
-0.9977332112471115,
-0.9976632592276644,
-0.9982665059884197,
-0.99655203778172,
-0.9973137852327566,
-0.9971824642637334,
-0.9978111741317716,
-0.9970605846715671,
-0.9978177544853394,
-0.9973356720609277,
-0.9982127187505626,
-0.9967162605185816,
-0.9973828789452169,
-0.9975572583147594,
-0.9980452058369168,
-0.9970585819552639,
-0.997706031525854,
-0.9976440903716196,
-0.9986819265701684,
-0.9964640613155438,
-0.9973133560792629,
-0.9971843239288721,
-0.9981484887776957,
-0.997042846327167,
-0.997487306295312,
-0.9975349423330955,
-0.9981256005913736,
-0.9965783591959906,
-0.9975751397103241,
-0.9972269531758967,
-0.9979937074176914,
-0.9968381401107481,
-0.9976765629859641,
-0.997607183171175,
-0.998233461169417,
-0.9968033786777707,
-0.9974499699413741,
-0.9971999165058036,
-0.9977612492753563,
-0.9967680450401359,
-0.9978347775739168,
-0.9978675362905904,
-0.9981001374840902,
-0.9967873569473451,
-0.9976081845293264,
-0.9972678658089478,
-0.9979895589339206,
-0.9969784733031363,
-0.9979273316773569,
-0.9978666779836033,
-0.9986641882257689,
-0.996682643494921,
-0.9974491116343871,
-0.9971970554825133,
-0.9977814194895531,
-0.9970090862523417,
-0.9977689740382404,
-0.9977334973494406,
-0.9980131623760656,
-0.9968342777293061,
-0.9974390980528711,
-0.9975327965656274,
-0.997939061872847,
-0.9970381256387385,
-0.9976101872456297,
-0.9976170537015261,
-0.9984282968554853,
-0.9964055533892576,
-0.9973672863682851,
-0.9975747105568303,
-0.9977050301677024,
-0.9970150944012515,
-0.997547387784408,
-0.9975353714865888,
-0.99817523934546,
-0.9966912265647921,
-0.997513198556089,
-0.997477435764961,
-0.9982331750670879,
-0.997196340226691,
-0.9977932927362074,
-0.9975872990593073,
-0.9987810610271765,
-0.9966131206289675,
-0.9973957535500232,
-0.9972831722835509,
-0.9977423665216407,
-0.9968890663253146,
-0.9977828500011983,
-0.9976705548370544,
-0.997998285054956,
-0.9965859409077096,
-0.997541236584334,
-0.997428512266697,
-0.9979346272867474,
-0.9968408580828734,
-0.9977777001592756,
-0.9976953026885155,
-0.9985966680761179,
-0.996648025113109,
-0.99752464264925,
-0.9971428390911631,
-0.9976885792837831,
-0.9969162460465724,
-0.9977589604567243,
-0.9976313588179775,
-0.9982501981556654,
-0.9967657562215038,
-0.9973548409169726,
-0.9973911759127586,
-0.9981526372614665,
-0.9971120830907919,
-0.9979778287384308,
-0.9980446336322587,
-1.0004117012514715,
-0.9963606353235999,
-0.997309636748986,
-0.997089767109128,
-0.9976515290321741,
-0.996859025580767,
-0.9977513787450049,
-0.9976233479527651,
-0.9981775281640921,
-0.996558188981794,
-0.9973282334003725,
-0.99725842443209,
-0.9978324887552844,
-0.996946715944614,
-0.9976644036369803,
-0.9977083203444864,
-0.9982529161277908,
-0.9963192935370556,
-0.997346400898266,
-0.9972478386459159,
-0.9977957246060041,
-0.996974753972859,
-0.9978487965880388,
-0.9975508210123561,
-0.998039340739172,
-0.9966001029729963,
-0.9976088997851492,
-0.9974807259417448,
-0.9980422017624616,
-0.9970488544760768,
-0.9976099011433008,
-0.9977425095728051,
-0.9986297128951208,
-0.9962294574057409,
-0.9975292202865146,
-0.9971818920590749,
-0.9978462216670779,
-0.9969597336005843,
-0.99750561684437,
-0.9976229187992716,
-0.9978519437136584,
-0.9967943664544068,
-0.9973346707027755,
-0.9974870201929833,
-0.9979005811095931,
-0.9971369739934174,
-0.9977047440653734,
-0.9977736947266692,
-0.9983839509944857,
-0.9966104026568418,
-0.9974943158023732,
-0.9972675797066185,
-0.9978442189507747,
-0.9966351505083025,
-0.9977260586888862,
-0.9976938721768703,
-0.9978909966815704,
-0.9968850608927085,
-0.9975481030402307,
-0.9974807259417448,
-0.9978386399553587,
-0.9974338051597837,
-0.9978985783932899,
-0.9980154511946977,
-0.9986463068302044,
-0.996509122432366,
-0.9972984787581535,
-0.997225665715416,
-0.997868251546413,
-0.9968933578602501,
-0.997469424899748,
-0.9975071904071797,
-0.9979446408682635,
-0.9967789169286394,
-0.9974223610666227,
-0.9973266598375626,
-0.9980331895390975,
-0.997097062718518,
-0.9977144715445605,
-0.9976073262223395,
-0.9981720922198406,
-0.9967098232161788,
-0.9974734303323541,
-0.997279596004438,
-0.9977533814613083,
-0.9968286987338901,
-0.9977224824097726,
-0.9976016041757589,
-0.9981153009075285,
-0.9967381473467527,
-0.9973947521918719,
-0.9974827286580475,
-0.9981647966104504,
-0.9971172329327147,
-0.9976170537015259,
-0.9978786942814227,
-0.9983487604080151,
-0.9967287059698946,
-0.9974629875973449,
-0.9972218033339743,
-0.9974243637829262,
-0.9968880649671635,
-0.9977210518981279,
-0.997370433493904,
-0.998271798881507,
-0.9967982288358479,
-0.9974697110020773,
-0.997612476064262,
-0.9979390618728472,
-0.9970541473691641,
-0.9977930066338788,
-0.9975721356358688,
-0.998262643606978,
-0.9967372890397652,
-0.9972589966367484,
-0.9975601193380492,
-0.9976887223349478,
-0.9969706054890879,
-0.9977827069500336,
-0.9974933144442218,
-0.9980556485719261,
-0.9968545909946672,
-0.9976174828550198,
-0.9976149079340586,
-0.9977862832291464,
-0.99732308355845,
-0.9973827358940527,
-0.9977475163635628,
-0.9992645739632338,
-0.9967689033471229,
-0.9973930355778978,
-0.9969864841683487,
-0.9976249215155749,
-0.9971315380491658,
-0.9975662705381237,
-0.9975027558210796,
-0.9980449197345878,
-0.996636437968783,
-0.9973615643217049,
-0.9973601338100592,
-0.9979519364776535,
-0.9969768997403265,
-0.9976632592276644,
-0.9977187630794956,
-0.9983865259154466,
-0.9965128417626432,
-0.9970620151832122,
-0.9974678513369382,
-0.9975738522498432,
-0.9968990799068306,
-0.9977779862616047,
-0.997531366053983,
-0.9982378957555166,
-0.996618556573219,
-0.9974123474851064,
-0.9975392338680309,
-0.9978879926071161,
-0.9970993515371501,
-0.9978642461138069,
-0.997565269179972,
-0.9990615843607888,
-0.9966022487404641,
-0.9972681519112765,
-0.9973409649540145,
-0.9973485466657341,
-0.9970435615829896,
-0.9974677082857738,
-0.997786140177982,
-0.9981959817643146,
