0,100000010100000100001110,0
0,100000010011111011000100,0
0,100000010011110100101100,0
0,100000010011101110111001,0
0,100000010011101001101001,0
0,100000010011100101011101,0
0,100000010011100010100000,0
0,100000010011011111110001,0
0,100000010011011100111100,0
0,100000010011011010011010,0
1,100000010011010111100111,0
1,100000010011010101111101,0
1,100000010011010100011001,0
1,100000010011010011100001,0
1,100000010011010010011010,0
1,100000010011010001000100,0
1,100000010011001111111101,0
1,100000010011001110111001,0
1,100000010011001101110101,0
1,100000010011001100111111,0
2,100000010011001001111101,0
2,100000010011001001001001,0
2,100000010011001000011000,0
2,100000010011000111111000,0
2,100000010011000111010011,0
2,100000010011000110110111,0
2,100000010011000101111100,0
2,100000010011000101000111,0
2,100000010011000100110100,0
2,100000010011000100011101,0
3,100000010011000110111100,0
3,100000010011000110011101,0
3,100000010011000101110011,0
3,100000010011000101011001,0
3,100000010011000101000001,0
3,100000010011000100100101,0
3,100000010011000100000001,0
3,100000010011000011100000,0
3,100000010011000011000110,0
3,100000010011000011000110,0
4,100000010010111101111100,0
4,100000010010111101011101,0
4,100000010010111100110001,0
4,100000010010111100101100,0
4,100000010010111100101110,0
4,100000010010111100101001,0
4,100000010010111100100101,0
4,100000010010111100010011,0
4,100000010010111011100110,0
4,100000010010111011001001,0
5,100000010011000000001010,0
5,100000010010111111101010,0
5,100000010010111111010111,0
5,100000010010111111001011,0
5,100000010010111111010101,0
5,100000010010111110111111,0
5,100000010010111110011010,0
5,100000010010111110001011,0
5,100000010010111110001110,0
5,100000010010111110010000,0
6,100000010010111100110111,0
6,100000010010111100101001,0
6,100000010010111100000111,0
6,100000010010111100000011,0
6,100000010010111011111010,0
6,100000010010111011100001,0
6,100000010010111011100100,0
6,100000010010111011100111,0
6,100000010010111011010011,0
6,100000010010111011001010,0
7,100000010010111110011011,0
7,100000010010111101110101,0
7,100000010010111101100001,0
7,100000010010111101011000,0
7,100000010010111101101100,0
7,100000010010111101110011,0
7,100000010010111101001100,0
7,100000010010111100101101,0
7,100000010010111100001110,0
7,100000010010111100101000,0
8,100000010010110101101110,0
8,100000010010110101101110,0
8,100000010010110101101111,0
8,100000010010110101010011,0
8,100000010010110100111011,0
8,100000010010110100111110,0
8,100000010010110101010101,0
8,100000010010110101001010,0
8,100000010010110100011000,0
8,100000010010110100001111,0
9,100000010010111010101000,0
9,100000010010111010010101,0
9,100000010010111001111100,0
9,100000010010111001101101,0
9,100000010010111001110111,0
9,100000010010111010000011,0
9,100000010010111001111011,0
9,100000010010111001110010,0
9,100000010010111001100110,0
9,100000010010111001011011,0
10,100000010010111001000011,0
10,100000010010111000111000,0
10,100000010010111000110101,0
10,100000010010111000110011,0
10,100000010010111000100101,0
10,100000010010111000100111,0
10,100000010010111000101000,0
10,100000010010111000100011,0
10,100000010010111000010111,0
10,100000010010111000011010,0
11,100000010010111100110001,0
11,100000010010111100100000,0
11,100000010010111100011000,0
11,100000010010111100000011,0
11,100000010010111011100100,0
11,100000010010111011110000,0
11,100000010010111100010111,0
11,100000010010111100100001,0
11,100000010010111100000010,0
11,100000010010111011100101,0
12,100000010010110111010011,0
12,100000010010110111001110,0
12,100000010010110111010110,0
12,100000010010110111001011,0
12,100000010010110111001001,0
12,100000010010110111011110,0
12,100000010010110111100101,0
12,100000010010110111010010,0
12,100000010010110111000011,0
12,100000010010110111001010,0
13,100000010010111011110001,0
13,100000010010111100000011,0
13,100000010010111011111011,0
13,100000010010111011101110,0
13,100000010010111011110110,0
13,100000010010111100000100,0
13,100000010010111011110101,0
13,100000010010111011100000,0
13,100000010010111011100001,0
13,100000010010111011011011,0
14,100000010010111010110100,0
14,100000010010111010101110,0
14,100000010010111010011100,0
14,100000010010111010001001,0
14,100000010010111010010101,0
14,100000010010111010100100,0
14,100000010010111010010001,0
14,100000010010111001110101,0
14,100000010010111001100110,0
14,100000010010111001101011,0
15,100000010010111101001000,0
15,100000010010111101001100,0
15,100000010010111101000100,0
15,100000010010111100110110,0
15,100000010010111101000111,0
15,100000010010111101000001,0
15,100000010010111100100000,0
15,100000010010111100100111,0
15,100000010010111100011001,0
15,100000010010111100010011,0
16,100000010010110011110100,0
16,100000010010110011110010,0
16,100000010010110011001111,0
16,100000010010110010110000,0
16,100000010010110010111010,0
16,100000010010110011010000,0
16,100000010010110011010111,0
16,100000010010110011010010,0
16,100000010010110011010110,0
16,100000010010110011010000,0
17,100000010010111010010111,0
17,100000010010111010000011,0
17,100000010010111010000001,0
17,100000010010111001111000,0
17,100000010010111001100000,0
17,100000010010111001111010,0
17,100000010010111010000011,0
17,100000010010111001101100,0
17,100000010010111001101100,0
17,100000010010111001100000,0
18,100000010010111010100110,0
18,100000010010111010011001,0
18,100000010010111010010011,0
18,100000010010111010001111,0
18,100000010010111001111100,0
18,100000010010111001110010,0
18,100000010010111010000001,0
18,100000010010111001110000,0
18,100000010010111001100010,0
18,100000010010111001110110,0
19,100000010010111110110101,0
19,100000010010111110110101,0
19,100000010010111110100011,0
19,100000010010111110011011,0
19,100000010010111110110111,0
19,100000010010111110101101,0
19,100000010010111110010010,0
19,100000010010111110010110,0
19,100000010010111110010110,0
19,100000010010111110011111,0
20,100000010010111010101010,0
20,100000010010111010100111,0
20,100000010010111010011001,0
20,100000010010111010100001,0
20,100000010010111010011110,0
20,100000010010111001111000,0
20,100000010010111010001011,0
20,100000010010111010101010,0
20,100000010010111010010101,0
20,100000010010111010000100,0
21,100000010011000000101011,0
21,100000010011000000100011,0
21,100000010011000000000011,0
21,100000010010111111111101,0
21,100000010011000000100011,0
21,100000010011000000011110,0
21,100000010011000000001010,0
21,100000010011000000010001,0
21,100000010011000000000111,0
21,100000010011000000010001,0
22,100000010011000000000100,0
22,100000010010111111111011,0
22,100000010010111111100101,0
22,100000010010111111111011,0
22,100000010011000000010001,0
22,100000010011000000001000,0
22,100000010010111111100001,0
22,100000010010111111010101,0
22,100000010010111111101100,0
22,100000010010111111111010,0
23,100000010011000100000100,0
23,100000010011000011111011,0
23,100000010011000011101011,0
23,100000010011000011110001,0
23,100000010011000011111010,0
23,100000010011000011100100,0
23,100000010011000011010101,0
23,100000010011000011010001,0
23,100000010011000011000011,0
23,100000010011000011100001,0
24,100000010010111101110000,0
24,100000010010111101011111,0
24,100000010010111101101001,0
24,100000010010111101010111,0
24,100000010010111101000010,0
24,100000010010111101010110,0
24,100000010010111101010101,0
24,100000010010111101001000,0
24,100000010010111101000111,0
24,100000010010111101010000,0
25,100000010011000100001101,0
25,100000010011000100000011,0
25,100000010011000011111101,0
25,100000010011000100000101,0
25,100000010011000100011001,0
25,100000010011000100100000,0
25,100000010011000100010011,0
25,100000010011000011111101,0
25,100000010011000011111001,0
25,100000010011000100001010,0
26,100000010011000100101110,0
26,100000010011000100100111,0
26,100000010011000100010001,0
26,100000010011000100000100,0
26,100000010011000100100100,0
26,100000010011000100110100,0
26,100000010011000100011100,0
26,100000010011000100001010,0
26,100000010011000100100100,0
26,100000010011000100111100,0
27,100000010011001001011111,0
27,100000010011001001001010,0
27,100000010011001000111001,0
27,100000010011001001001001,0
27,100000010011001001100010,0
27,100000010011001001100000,0
27,100000010011001000111001,0
27,100000010011001001000100,0
27,100000010011001001010001,0
27,100000010011001001000011,0
28,100000010011000110000000,0
28,100000010011000101111101,0
28,100000010011000110001010,0
28,100000010011000110010101,0
28,100000010011000110001000,0
28,100000010011000101111110,0
28,100000010011000101111010,0
28,100000010011000101111011,0
28,100000010011000101110000,0
28,100000010011000101101001,0
